narcissism,gender,age
23,male,22
24,male,28
5,male,27
11,female,19
15,female,28
17,male,26
23,male,43
2,female,40
34,male,30
18,male,25
4,male,24
10,male,33
9,male,39
32,male,29
11,male,25
28,female,16
38,female,17
12,male,42
5,male,45
6,male,31
14,female,47
8,male,32
4,male,48
1,female,42
4,male,55
11,male,23
12,female,22
7,male,44
5,male,32
0,male,19
7,male,31
8,male,53
25,male,24
5,male,17
25,male,18
29,male,30
14,female,43
22,female,31
14,male,43
6,male,54
15,male,43
18,male,20
6,female,21
22,male,19
30,female,40
10,female,48
15,male,52
20,female,19
15,male,31
8,male,32
19,female,27
12,male,26
32,male,31
11,male,25
12,male,40
10,male,51
3,male,31
19,male,33
8,female,47
6,male,19
17,female,27
8,female,34
9,male,28
23,female,21
13,female,24
4,female,56
17,female,19
9,male,35
24,female,27
0,female,19
11,male,35
13,female,42
24,male,54
6,female,48
13,male,23
17,female,38
33,male,17
4,female,53
10,female,35
3,female,24
7,male,51
5,female,36
7,male,23
15,male,16
1,female,31
17,male,20
19,male,29
17,male,39
21,male,31
6,female,40
22,female,19
35,female,16
9,female,20
11,female,21
11,male,20
2,male,41
5,female,20
25,female,20
1,female,40
16,female,39
5,male,52
12,female,19
4,female,56
4,female,50
16,male,25
30,male,34
2,female,20
25,male,39
19,female,20
16,male,32
5,female,36
13,female,29
29,female,35
16,male,21
26,female,15
23,female,18
7,female,32
3,female,21
10,female,18
26,female,24
30,male,54
15,male,40
9,female,25
15,female,25
17,female,23
15,female,21
3,female,20
21,female,23
25,male,22
18,male,34
17,female,24
8,male,37
32,female,21
34,female,15
22,female,27
21,female,19
29,female,22
18,female,20
22,female,22
11,female,35
17,female,19
12,female,25
18,female,36
4,female,26
27,female,26
12,male,52
11,male,19
5,male,19
10,male,33
30,female,18
5,male,20
14,female,25
24,female,15
11,male,23
32,female,16
10,male,29
5,male,22
11,male,21
1,male,28
7,female,21
15,male,37
31,female,20
30,female,21
6,female,18
19,male,21
8,female,30
4,female,56
8,male,27
16,male,27
13,female,26
3,male,54
12,female,44
19,male,26
13,female,21
5,male,26
21,female,45
15,female,19
15,male,32
33,male,56
39,female,41
24,female,19
9,male,21
35,male,26
9,female,21
18,male,36
24,male,25
29,male,18
4,female,48
23,male,26
14,female,21
4,female,58
11,male,21
21,female,21
20,female,20
5,female,20
10,male,34
10,female,20
14,female,19
8,female,37
14,female,20
10,male,40
14,female,31
4,male,22
8,male,45
34,male,44
4,male,37
14,female,50
8,female,22
9,female,20
21,male,19
13,male,22
8,male,32
15,female,20
5,female,17
2,female,57
12,male,59
9,male,21
2,male,46
12,female,18
8,female,36
18,female,20
28,male,27
12,female,21
10,female,18
28,male,26
10,male,23
19,male,27
25,male,29
25,female,21
7,male,28
9,female,19
9,male,21
12,male,46
8,female,50
9,female,37
13,female,44
11,male,23
17,male,21
22,female,18
11,male,21
22,male,41
5,female,47
2,male,21
7,male,30
12,male,26
10,female,36
15,female,24
19,female,20
21,female,18
17,male,22
22,female,19
22,male,27
17,female,28
11,female,19
8,female,21
20,female,20
9,female,56
9,male,30
10,female,23
16,female,19
14,female,19
21,female,18
14,female,19
17,female,22
15,female,19
10,female,21
10,female,19
9,female,20
8,female,53
15,male,33
18,male,45
20,female,20
10,male,26
14,male,24
15,male,24
20,male,27
9,female,21
30,male,28
14,female,34
5,female,19
14,female,43
7,female,48
17,female,20
25,male,17
29,male,25
30,female,19
10,female,47
26,male,20
12,female,25
12,female,25
4,male,29
30,male,20
32,male,42
6,male,34
4,female,23
23,female,24
2,male,19
14,male,33
28,female,20
30,male,43
33,male,23
22,female,54
8,female,18
20,male,38
16,male,25
11,female,45
21,male,38
22,male,44
4,female,42
10,female,19
9,female,21
12,female,18
12,male,33
24,female,20
13,female,30
32,male,20
11,male,24
6,female,23
6,male,22
19,female,20
4,female,39
7,male,58
34,female,21
4,male,26
15,female,21
17,male,21
16,female,26
6,female,20
17,female,20
14,female,20
15,male,29
18,male,36
27,female,35
21,male,51
12,male,55
19,female,25
23,female,20
21,male,47
7,male,33
12,male,19
20,male,25
29,female,15
25,female,30
22,female,24
7,male,22
10,female,21
13,female,20
2,female,20
4,female,20
34,female,42
17,female,20
13,female,20
18,female,22
25,female,23
15,female,20
34,male,27
10,female,35
8,male,38
7,female,28
19,male,31
21,male,21
10,male,21
0,male,45
2,female,39
2,female,37
1,female,17
18,male,43
20,male,32
3,female,31
1,female,37
1,female,59
26,female,29
11,male,27
10,male,20
17,male,23
14,male,25
9,female,35
15,male,35
24,male,30
12,female,41
12,male,39
14,female,27
18,male,27
0,male,39
17,male,28
22,female,20
25,male,26
20,male,28
8,female,22
9,female,26
14,male,24
8,female,20
24,female,26
6,female,22
18,male,23
19,female,21
17,female,21
10,female,23
7,male,19
9,male,23
1,female,43
13,male,28
9,female,27
12,female,27
37,male,34
13,female,24
8,female,24
13,female,22
17,male,36
12,male,53
14,male,43
7,male,46
8,female,32
15,female,28
6,female,19
7,female,26
5,male,30
18,female,24
0,male,28
22,female,24
16,male,26
7,male,29
3,female,24
12,male,23
6,female,48
29,female,38
10,female,50
26,male,26
2,female,43
11,male,41
5,male,35
13,female,18
38,male,31
24,male,54
7,male,25
12,female,29
6,female,16
30,male,27
28,female,17
11,male,27
14,male,20
33,male,53
7,female,17
14,female,27
8,male,37
30,male,21
20,female,23
18,male,27
3,female,40
10,male,22
14,male,35
12,male,18
34,male,31
1,female,47
18,female,26
20,female,20
34,male,21
15,female,23
25,female,18
4,female,22
14,female,26
4,female,50
14,female,29
21,male,36
11,male,17
21,male,25
35,female,23
21,female,15
27,male,33
2,female,45
18,male,34
19,female,34
9,male,23
6,male,30
18,female,21
2,male,57
5,male,24
19,male,54
17,male,18
4,male,57
12,female,20
26,male,27
6,male,47
12,female,44
23,male,17
10,female,44
5,female,45
11,female,22
20,male,49
18,female,27
33,male,16
15,female,24
14,male,30
14,male,53
11,female,37
19,male,30
3,male,40
21,male,24
8,female,33
31,male,22
13,female,25
18,male,21
11,male,50
2,male,24
20,female,17
4,male,51
12,female,43
16,female,43
28,female,35
7,female,29
4,female,48
21,female,33
28,female,19
2,female,47
5,male,32
12,female,23
3,male,34
7,female,27
7,female,45
15,male,30
19,male,23
26,male,26
4,male,49
1,female,37
34,male,19
13,female,27
8,female,31
17,male,38
9,male,24
30,male,39
7,male,31
4,male,19
8,male,35
21,male,31
19,male,38
13,female,22
19,male,23
12,male,35
20,male,42
6,female,52
16,male,42
18,male,36
13,male,26
9,male,50
11,female,28
10,male,24
3,male,33
18,male,35
7,male,41
17,male,25
11,female,19
23,male,23
8,male,45
3,female,42
25,male,15
13,male,52
25,female,18
16,male,31
9,female,28
20,male,23
7,female,20
8,male,22
6,female,17
14,male,30
12,male,49
3,male,52
14,male,20
4,female,40
16,male,54
26,female,23
1,male,47
10,male,18
8,female,50
19,male,33
6,female,45
21,male,16
6,female,29
7,male,21
13,female,38
27,male,21
13,male,23
31,male,34
11,male,22
4,female,37
5,female,41
25,female,16
9,male,38
2,female,29
10,male,41
10,female,18
7,female,57
1,female,21
6,female,23
29,male,20
5,male,31
13,male,38
7,male,44
32,male,21
12,male,38
26,female,39
6,female,17
0,male,34
21,male,22
23,male,32
1,male,20
10,female,44
3,male,57
18,male,42
13,male,19
15,male,44
10,female,35
18,male,42
3,female,52
27,male,16
32,male,50
16,male,23
13,female,29
9,male,58
14,male,34
15,male,30
11,male,27
9,male,35
4,male,48
12,female,49
12,male,21
4,male,53
9,female,36
20,male,28
13,male,22
23,male,32
19,male,34
12,male,22
27,female,29
27,male,30
9,male,32
24,female,23
18,male,21
3,female,29
4,male,31
4,male,31
4,female,47
2,male,42
9,male,43
16,male,27
31,female,18
36,male,16
8,female,36
30,female,24
3,female,42
8,female,56
7,male,28
22,female,18
6,male,16
8,female,36
10,female,40
18,male,33
11,male,35
6,male,48
18,male,36
28,female,20
9,female,34
9,male,22
6,female,48
11,male,16
15,female,32
14,male,23
4,male,27
22,female,27
28,female,49
15,male,27
8,female,39
14,female,50
3,male,29
11,male,50
4,male,17
12,male,30
20,male,33
1,female,32
10,male,40
18,female,27
6,female,45
1,male,44
5,female,42
3,female,55
32,female,31
25,male,32
21,female,27
0,male,48
15,male,25
12,male,23
5,male,48
5,male,50
9,male,21
16,male,41
24,female,30
32,male,26
25,male,30
5,female,40
10,male,31
18,female,24
16,male,25
11,male,34
37,male,21
10,female,42
8,female,32
20,male,22
16,male,50
11,male,23
12,male,44
3,female,24
11,female,30
8,female,56
9,male,33
23,female,37
14,male,32
7,female,26
3,male,47
23,male,17
6,female,31
21,female,24
19,female,44
22,male,25
6,female,53
4,female,22
12,male,49
40,male,20
13,female,28
6,male,27
11,male,32
7,male,57
17,male,33
14,male,41
12,male,52
6,male,55
2,female,54
11,male,29
28,female,27
1,female,34
18,male,42
8,male,55
9,female,43
24,female,43
15,male,32
0,male,45
10,female,31
4,female,51
11,male,34
32,female,42
38,male,19
18,male,19
25,male,32
5,male,56
17,male,21
25,male,21
24,male,24
21,male,28
16,male,38
0,male,38
10,male,25
11,male,29
19,male,21
22,male,34
13,male,41
5,female,26
28,male,31
8,female,50
19,male,47
8,male,36
10,female,18
7,male,20
10,female,45
20,male,35
6,male,41
4,female,39
6,male,40
12,female,36
8,male,46
35,male,43
22,male,26
12,male,19
8,male,22
9,female,36
16,male,25
12,male,15
7,female,46
16,female,24
15,male,33
18,female,50
12,male,43
19,male,29
6,male,21
17,male,30
19,male,21
22,female,43
15,female,34
23,male,25
29,male,22
9,female,15
18,female,22
4,female,43
7,male,19
6,male,58
20,female,39
17,male,45
6,male,56
21,male,56
8,male,23
17,male,20
17,male,20
13,male,29
31,female,29
9,male,33
9,male,28
5,female,35
0,male,50
13,male,21
15,male,27
13,male,18
32,male,24
14,female,52
9,male,54
19,male,40
19,male,23
10,female,26
8,male,51
5,male,22
6,male,44
6,female,21
18,male,19
11,male,19
27,male,27
5,male,40
28,male,16
4,female,58
38,female,17
10,female,38
2,female,30
36,female,27
7,male,43
16,female,25
0,female,25
10,female,39
8,female,35
24,female,47
7,female,35
13,male,42
8,female,40
20,male,26
11,male,30
8,female,28
21,female,24
4,male,30
15,male,22
3,male,25
16,male,36
20,male,35
27,male,42
6,male,27
18,male,22
13,male,30
11,male,25
13,male,37
11,female,23
29,male,22
23,male,30
25,male,27
15,male,26
18,male,22
18,male,26
8,male,36
8,male,26
17,male,35
10,male,23
23,female,29
26,male,32
6,male,42
30,female,28
5,female,51
20,male,54
18,male,28
16,female,56
14,female,33
21,male,20
4,male,58
27,male,34
10,male,32
22,female,40
18,female,24
31,male,22
28,male,20
28,male,31
11,female,22
8,male,26
13,male,23
2,male,54
6,female,59
21,male,29
12,female,29
11,male,21
11,male,59
4,male,42
26,male,33
19,male,49
5,female,31
14,male,47
31,female,42
3,female,39
8,male,36
4,female,24
11,female,20
1,male,33
8,male,23
3,female,22
15,female,40
5,male,18
14,male,28
4,male,58
15,male,26
14,female,27
10,female,27
23,male,21
8,female,30
21,male,22
9,male,43
29,female,21
13,male,25
4,female,19
21,male,49
19,male,24
19,male,24
4,male,41
10,male,28
9,female,40
24,male,26
15,female,36
7,male,58
17,female,47
6,female,55
13,male,46
6,female,34
10,male,29
22,female,22
27,female,49
36,male,30
31,female,18
5,female,26
28,female,19
1,male,28
30,male,21
20,male,27
19,female,37
26,male,26
10,male,26
9,male,42
26,male,28
27,female,32
19,male,36
17,male,30
8,female,25
17,male,27
3,male,46
11,female,19
18,male,31
7,female,29
2,female,51
7,female,39
8,male,33
9,female,48
23,male,43
13,male,32
17,male,20
8,male,20
24,female,37
22,male,28
28,male,35
19,male,35
16,male,26
9,female,48
9,male,53
4,male,51
16,female,26
7,female,16
16,female,23
22,male,23
27,female,30
6,male,22
6,female,53
17,male,21
9,male,22
4,female,51
3,female,17
17,female,23
21,male,38
10,male,49
7,male,28
37,male,40
8,female,48
3,male,47
17,male,27
10,male,20
13,male,26
0,male,57
4,male,57
19,male,54
17,male,26
5,male,16
6,female,22
11,male,24
9,female,21
35,male,50
10,male,18
36,male,24
6,male,23
22,male,24
14,male,41
3,male,53
28,male,22
17,female,35
3,female,52
20,male,35
3,male,33
25,male,27
14,male,44
8,female,35
22,male,26
18,male,22
4,female,28
30,male,20
18,male,24
10,male,31
8,male,43
38,male,26
31,female,29
8,male,18
5,female,23
19,male,32
11,male,56
7,male,30
34,male,30
37,female,22
13,male,53
7,male,32
18,male,44
6,female,39
13,female,42
16,male,33
11,female,37
7,female,37
19,female,33
3,male,16
10,female,53
8,female,22
15,male,20
18,female,32
25,female,32
24,male,26
34,male,29
19,male,35
14,male,33
17,female,33
30,male,37
7,female,44
9,male,29
15,female,25
22,male,32
8,female,27
8,female,20
6,female,36
10,female,28
9,male,55
8,female,52
5,female,43
22,male,23
13,male,50
19,female,25
27,male,24
7,female,40
26,female,31
18,male,20
9,male,53
7,female,47
7,male,30
24,male,26
15,female,18
2,male,56
7,male,44
39,female,46
7,male,54
36,male,22
11,male,24
24,female,20
8,female,20
18,male,36
7,female,41
7,female,41
20,male,21
27,male,58
33,male,59
0,male,56
8,male,18
14,male,32
34,male,24
18,male,32
10,female,23
3,male,24
11,female,25
14,male,32
11,male,40
31,female,20
17,male,24
12,female,25
7,female,43
13,male,46
13,male,36
20,male,38
9,male,29
2,male,54
11,male,25
9,male,22
7,female,22
8,male,23
32,female,18
10,male,40
10,male,24
9,male,18
16,male,22
5,female,40
7,female,44
3,male,40
6,female,54
10,male,27
11,female,23
6,male,38
1,female,49
11,female,43
14,male,17
12,female,30
33,male,32
21,male,46
11,female,25
9,male,24
10,male,23
10,male,22
20,male,29
15,male,26
3,female,41
10,female,58
4,female,27
9,female,32
6,male,54
9,female,57
9,male,24
8,female,48
18,male,21
31,female,21
5,female,45
8,male,36
14,male,38
26,male,26
10,female,42
30,male,20
20,male,25
6,female,38
3,female,31
15,male,21
13,male,47
6,male,20
13,male,21
8,male,18
14,male,20
6,male,18
19,male,21
11,male,34
27,male,35
17,male,44
3,female,41
3,male,22
3,female,24
14,male,27
10,female,41
15,male,19
10,male,32
16,female,44
5,male,39
20,male,18
5,male,37
8,male,18
23,male,23
3,male,52
3,female,28
10,male,39
24,female,29
16,male,25
14,male,48
13,female,32
9,female,58
25,male,37
6,female,41
9,male,25
1,female,41
8,male,41
9,male,30
37,male,46
22,male,23
7,male,35
7,female,58
17,female,26
21,male,36
8,male,23
8,male,36
17,male,27
29,male,38
5,female,37
3,female,52
14,female,37
20,female,25
17,female,19
10,female,17
8,male,28
11,male,43
10,male,22
10,male,40
11,female,51
15,female,52
13,female,19
11,male,46
7,male,47
17,female,27
6,male,43
17,female,16
25,male,22
9,male,52
9,male,22
12,male,27
7,female,35
7,female,51
10,male,50
12,male,35
14,female,32
8,male,37
12,male,24
8,female,46
12,female,26
10,male,27
25,male,22
6,female,46
13,male,56
4,male,30
11,male,16
4,female,37
17,male,25
2,male,40
9,female,53
8,female,56
6,female,52
14,female,59
3,male,37
8,male,51
1,male,52
6,female,45
11,male,31
3,male,53
6,female,42
6,female,56
16,male,45
10,female,57
5,female,55
18,male,37
5,male,45
24,male,27
15,male,45
8,female,47
16,male,34
1,female,50
7,female,52
12,male,58
14,female,27
13,male,38
9,female,44
8,female,39
11,male,51
17,male,26
11,female,25
8,male,59
10,female,47
12,male,18
13,male,50
9,female,57
19,male,55
12,female,54
20,female,19
7,female,36
8,female,54
17,female,51
10,male,44
3,male,39
11,male,25
2,male,44
7,female,59
14,male,37
6,male,49
28,female,45
26,male,20
8,female,43
24,female,55
8,female,47
18,female,49
7,male,43
8,male,26
10,male,50
14,female,56
4,female,59
8,male,31
11,male,55
18,male,40
2,female,51
5,female,33
5,female,52
11,female,24
2,female,50
13,male,26
14,male,41
26,female,29
12,female,57
12,female,50
31,female,18
14,female,53
5,male,56
6,female,48
6,female,53
22,male,24
11,female,53
11,female,27
8,female,55
15,female,51
13,male,25
9,male,52
13,female,50
11,female,43
16,male,49
14,female,55
13,male,46
11,female,59
4,female,49
12,male,28
0,female,50
6,female,59
25,male,58
11,male,44
8,female,58
10,female,27
4,female,50
6,male,21
8,female,57
3,female,52
18,male,36
8,female,50
15,female,55
18,male,55
26,male,42
5,female,58
10,female,34
2,male,44
18,male,16
2,male,54
5,female,50
2,male,41
12,male,56
12,male,44
10,female,48
2,female,30
10,female,22
7,male,50
3,male,55
3,male,37
6,male,24
11,male,57
11,female,43
13,female,44
1,male,43
13,male,45
11,male,38
4,female,33
10,female,17
5,female,54
5,female,36
5,female,40
12,female,48
4,female,56
16,male,33
16,male,56
3,male,56
9,female,47
21,male,52
6,female,24
10,female,50
8,male,56
8,male,22
9,female,40
12,male,29
27,male,22
9,male,40
1,female,38
7,female,54
15,female,35
16,female,40
6,female,59
11,female,54
12,male,26
6,male,59
6,female,26
2,male,52
16,male,21
7,female,52
17,female,49
14,female,39
6,female,58
12,female,58
10,male,34
15,female,29
8,female,46
6,female,50
8,male,20
2,male,57
6,female,40
11,female,31
17,male,35
11,female,37
6,male,40
12,male,32
12,male,55
5,male,59
18,male,32
11,male,54
2,female,53
3,female,46
4,male,21
6,male,58
12,male,45
12,male,35
19,male,18
12,male,50
12,female,58
12,female,57
10,male,44
10,male,29
27,male,34
10,female,31
16,female,47
29,male,20
7,male,43
20,male,43
10,male,30
1,female,39
9,male,43
3,female,32
8,female,50
5,male,30
28,male,38
7,female,43
7,male,31
27,male,20
0,female,29
12,female,53
19,male,34
6,male,42
4,male,24
8,female,57
6,female,47
14,female,21
12,male,34
23,male,25
8,male,58
3,male,57
20,female,43
9,male,42
14,male,42
15,male,40
5,female,42
18,female,45
13,female,38
9,female,56
18,female,19
6,female,52
21,female,20
4,male,40
13,male,50
2,female,43
13,male,44
1,male,38
20,male,37
6,male,50
14,female,33
2,female,34
21,male,28
7,male,50
12,female,51
2,female,37
30,male,53
16,female,18
10,female,37
10,female,35
10,male,46
3,female,36
9,female,47
13,male,55
38,female,49
6,male,20
18,male,20
6,male,49
17,male,49
16,male,56
6,male,39
9,female,36
16,male,51
6,male,25
1,male,54
17,male,42
13,female,48
13,male,49
6,female,40
9,female,47
4,female,42
9,female,44
10,female,26
15,female,56
14,male,22
6,female,45
6,male,51
7,female,50
24,male,21
7,female,38
18,female,35
21,female,35
6,female,27
7,female,25
4,female,25
5,male,40
6,female,35
10,female,57
7,female,41
1,male,37
3,female,54
9,male,31
5,female,35
15,female,36
21,male,38
5,female,52
16,male,47
21,female,30
0,female,30
4,female,48
10,female,58
11,male,39
10,male,23
9,male,46
3,male,24
10,male,31
16,male,33
15,female,53
2,female,25
17,male,36
1,male,48
6,female,52
3,female,48
11,female,46
14,male,56
14,male,40
9,male,48
1,male,39
18,male,33
6,female,24
34,male,28
10,male,38
31,male,53
9,female,37
9,male,21
10,male,48
3,male,24
8,female,51
1,male,28
8,male,38
6,male,34
9,female,51
6,female,52
5,female,56
14,female,52
3,female,31
14,female,48
16,female,25
10,female,30
8,female,44
7,female,44
5,female,41
18,female,34
18,female,37
6,male,53
17,male,44
6,female,48
1,female,52
14,male,28
9,female,50
5,male,27
5,female,40
9,male,45
8,female,52
5,male,24
6,female,36
27,male,20
6,male,52
3,female,29
15,female,32
13,male,44
7,male,22
14,female,25
9,male,50
4,male,42
3,female,59
5,male,55
7,male,42
16,male,30
4,female,51
0,female,58
38,male,31
9,female,32
6,male,50
18,female,35
13,female,26
7,male,31
22,male,29
8,female,31
24,female,20
20,male,17
9,male,36
13,male,22
8,male,33
11,male,18
5,male,23
2,male,55
5,female,52
2,female,43
1,female,52
6,male,49
9,female,42
6,female,47
10,male,44
20,male,33
8,male,39
8,male,29
12,male,21
12,male,31
2,female,59
6,female,43
4,female,47
1,female,52
7,female,58
19,female,28
8,male,51
16,female,44
32,male,25
6,male,50
18,male,28
33,male,30
7,female,23
21,female,26
19,male,26
7,female,48
8,female,40
22,male,41
14,female,28
26,female,35
5,female,43
6,male,28
3,male,59
10,female,47
7,male,20
19,male,18
5,female,48
1,female,50
24,female,24
11,male,22
10,male,43
8,male,31
13,male,46
2,male,25
13,female,57
8,female,22
12,male,29
33,male,18
19,female,31
12,male,39
6,female,54
9,male,46
20,male,30
3,female,25
4,female,36
23,male,24
10,female,37
22,male,26
9,male,36
16,male,47
10,female,58
2,male,39
12,male,48
10,female,37
10,female,52
4,male,25
7,male,57
17,male,54
8,female,41
1,female,48
3,female,20
4,male,45
9,male,19
31,male,22
11,female,48
2,female,42
3,female,46
5,female,56
12,female,39
12,male,44
0,male,51
37,male,17
9,female,22
15,female,24
5,male,54
11,male,25
15,female,56
14,male,29
10,female,45
11,female,46
3,male,57
15,female,28
16,female,29
11,female,47
8,male,24
17,male,31
8,male,57
11,female,48
6,male,43
8,female,54
6,male,37
9,female,43
6,female,34
8,male,54
14,male,40
7,male,16
15,female,42
0,female,53
12,male,31
25,female,45
3,female,44
9,female,24
16,male,50
4,male,38
15,male,20
13,female,48
2,male,22
10,female,44
19,male,23
11,female,29
5,male,54
12,female,46
13,female,47
34,male,25
5,female,45
11,male,49
8,female,48
8,male,55
11,female,52
17,male,54
4,female,34
25,male,35
2,male,59
17,male,29
15,male,19
11,female,53
16,male,32
6,female,50
25,male,38
10,female,32
13,female,23
28,female,40
8,female,58
1,female,34
9,male,43
16,male,36
18,male,21
7,female,50
27,female,23
13,female,54
20,male,37
7,female,22
10,male,57
10,female,27
3,female,33
7,male,44
5,female,28
5,female,40
3,female,50
6,female,53
11,male,50
3,female,44
11,male,35
18,male,25
11,male,22
11,male,41
17,male,27
25,female,49
17,male,54
29,male,18
7,female,42
2,male,50
19,male,37
2,male,38
6,female,43
18,male,31
29,male,43
14,female,32
14,female,52
5,male,20
24,male,15
0,male,32
13,male,19
7,female,58
17,female,21
16,male,47
10,male,59
5,female,38
6,female,41
15,female,50
21,male,34
7,female,42
26,male,35
9,female,51
16,male,19
12,female,55
3,female,50
19,female,30
4,female,57
19,male,17
6,male,42
7,male,55
23,male,18
10,male,39
16,male,18
34,male,38
8,female,42
26,male,43
9,female,50
5,male,41
8,female,53
23,male,38
8,male,36
13,female,21
19,male,23
20,male,17
13,female,36
16,female,49
18,male,53
21,female,24
4,female,28
8,female,45
24,female,15
11,male,34
8,female,33
1,female,41
4,male,54
8,male,29
34,male,25
18,male,54
17,male,38
2,male,41
4,male,20
6,female,43
10,female,38
22,female,21
1,female,42
12,male,34
5,female,46
0,male,29
12,male,52
29,female,24
4,female,42
14,female,34
9,female,29
8,male,36
1,male,56
11,male,55
9,male,51
3,female,23
7,male,33
3,female,38
9,female,25
9,male,41
9,male,41
5,male,58
16,male,18
8,female,38
13,female,59
22,female,17
5,male,54
15,male,42
18,male,52
16,male,21
1,male,35
9,male,27
6,female,59
9,female,38
8,male,55
17,male,32
7,female,47
11,male,26
38,male,49
2,male,53
13,female,57
11,male,45
13,female,32
8,female,42
5,male,35
4,male,35
15,female,17
4,female,51
13,male,35
12,male,38
5,male,40
15,male,36
9,male,58
11,male,23
1,male,30
2,female,43
10,female,30
7,male,29
16,male,18
6,male,33
10,male,51
7,male,54
4,female,49
10,female,34
8,female,40
13,female,39
17,female,43
12,male,25
6,female,53
16,female,27
19,male,49
8,male,51
14,male,32
17,female,26
11,female,33
4,female,41
10,male,39
5,male,31
15,male,41
7,female,53
15,male,57
15,male,26
19,male,42
9,male,30
26,male,22
18,male,44
4,male,53
8,female,42
3,female,46
6,male,55
12,female,38
15,male,46
3,female,53
14,female,29
5,male,30
11,male,34
4,female,30
12,female,20
4,female,58
26,female,32
17,female,21
4,female,42
4,male,32
10,female,27
9,female,48
14,male,50
8,female,52
16,male,27
16,male,17
9,female,53
4,male,22
2,female,31
9,female,52
11,female,35
8,female,29
9,male,42
8,female,21
5,male,51
15,male,18
15,male,47
11,male,33
4,male,51
15,male,22
10,male,34
8,female,32
3,female,36
8,male,39
10,female,30
7,male,21
16,male,19
6,male,55
12,female,49
15,female,22
8,male,44
32,male,21
17,male,17
27,male,26
16,male,26
7,female,33
16,female,55
5,female,26
9,male,30
24,female,25
11,male,24
8,male,22
0,male,31
18,female,57
11,female,36
26,female,28
11,female,22
13,male,19
3,male,51
9,female,31
9,male,23
23,male,21
20,female,40
9,male,24
19,male,34
25,male,18
17,female,17
5,male,21
12,male,31
8,male,20
6,female,42
10,male,24
18,male,19
2,female,55
2,male,45
5,female,32
2,female,42
4,male,56
12,male,38
15,female,27
6,male,23
1,male,44
2,female,48
4,male,32
29,male,23
4,male,37
9,male,28
20,male,22
2,female,52
22,male,26
11,male,20
17,male,27
13,male,27
9,male,29
19,male,21
11,male,26
12,female,27
4,female,48
25,male,15
14,female,29
0,male,59
9,female,47
10,male,15
9,male,31
1,male,36
3,female,45
13,female,57
5,male,24
10,female,51
4,male,43
9,female,21
6,male,41
18,female,23
14,female,42
4,female,41
27,male,29
14,male,45
15,female,56
5,female,28
11,male,42
7,male,19
9,male,24
4,male,48
9,female,28
21,male,52
14,male,21
7,male,21
11,female,51
11,male,28
4,female,51
5,male,33
14,male,24
4,female,30
17,female,52
4,female,30
9,male,32
3,male,42
4,female,56
6,male,50
6,male,36
7,female,22
11,male,42
16,male,32
7,male,20
19,male,16
12,male,53
12,female,27
15,male,27
9,male,27
4,female,48
5,male,31
3,male,22
8,female,35
6,female,28
11,male,23
12,female,41
22,female,57
9,female,15
9,male,42
22,female,26
3,female,43
4,female,45
6,female,46
10,female,51
6,male,39
9,male,23
10,male,33
6,female,35
24,male,23
19,male,40
5,female,23
2,female,42
6,female,58
17,female,40
3,male,35
7,female,48
6,male,19
19,female,33
26,male,58
15,male,20
15,female,27
7,female,47
2,female,48
9,female,25
17,female,57
6,male,42
16,female,18
2,female,48
22,female,32
15,male,55
8,male,24
6,male,43
21,female,32
17,female,32
8,male,51
16,male,24
11,male,32
9,male,49
4,female,45
3,male,59
7,male,37
18,male,52
5,male,24
17,male,57
11,male,24
12,male,25
5,male,55
17,male,32
15,female,42
8,male,54
8,female,47
16,female,17
4,female,37
8,female,35
6,male,25
4,female,31
15,female,26
7,male,32
13,female,41
25,male,59
8,male,52
4,female,35
7,female,43
13,female,15
16,female,33
24,female,34
26,female,33
18,female,18
9,female,57
7,female,24
1,male,44
11,male,40
7,male,27
0,male,25
11,male,24
3,male,59
0,female,50
34,female,30
8,female,59
27,male,25
8,male,57
14,male,37
10,female,35
10,male,24
9,male,18
18,male,24
16,male,19
15,female,25
18,male,17
1,female,35
12,female,29
22,male,25
11,female,27
11,male,33
17,female,17
8,female,20
13,female,41
21,male,25
13,male,23
21,female,32
24,female,22
20,female,24
23,female,22
7,female,36
16,female,38
6,female,55
8,male,16
6,female,53
28,female,26
17,female,36
2,male,51
8,female,24
7,male,24
10,male,32
14,male,26
14,female,24
22,female,22
26,female,21
33,female,22
28,male,23
17,female,30
12,male,24
16,female,24
15,female,26
11,female,20
20,female,23
14,female,24
14,male,41
16,male,20
9,female,16
12,female,22
10,male,33
15,female,19
17,female,21
14,male,49
11,female,21
14,female,41
25,female,24
14,female,22
9,male,21
19,male,19
14,female,18
26,female,19
19,female,20
10,female,33
9,female,20
19,male,33
8,male,23
11,male,19
19,female,20
28,female,19
15,female,22
18,female,20
13,female,23
32,male,29
17,female,18
5,female,24
23,female,36
32,male,26
22,male,24
22,female,25
14,male,22
16,female,26
23,male,29
15,female,24
25,female,18
20,female,23
8,female,28
7,male,42
20,female,17
13,female,20
31,male,24
5,female,54
17,female,23
20,male,25
17,female,23
26,female,19
5,male,48
16,female,34
3,female,52
9,female,56
3,female,34
37,female,32
11,male,33
18,female,21
21,male,25
24,male,23
34,female,35
14,female,21
7,female,31
18,female,24
28,female,21
19,female,36
5,male,23
19,female,27
10,female,31
2,male,32
14,female,20
31,female,22
27,female,33
5,male,50
13,male,22
17,female,24
