subject,item,accuracy,latency,length,frequency
13,gala,1,995,4,4.22
13,gale,0,667,4,4.59
13,gamma,1,797,5,3.83
13,gang,1,475,4,15.51
13,gap,1,473,3,34.42
13,garlic,1,575,6,8.02
13,gen,0,891,3,3.86
13,gene,1,481,4,22.4
13,genre,1,563,5,6.05
13,genus,0,606,5,3.71
13,ghetto,1,526,6,2.15
13,giant,1,772,5,27.78
13,gill,1,377,4,8.06
13,girl,1,916,4,157.62
13,gist,0,1126,4,1.66
13,glass,1,676,5,98.56
13,glee,1,1055,4,1.73
13,globe,1,470,5,6.84
13,gloom,1,470,5,9.76
13,glove,1,734,5,3.92
13,goblin,1,626,6,4.26
13,grid,1,546,4,11.39
13,griffin,1,1640,7,3.09
13,grove,1,529,5,7.33
13,guise,0,570,5,3.97
13,guitar,1,488,6,27.05
13,gulf,1,578,4,33.42
13,gun,1,389,3,35.04
13,hall,0,425,4,121.47
13,hangar,0,723,6,2.25
13,hank,1,1075,4,3.55
13,harp,1,549,4,2.81
13,haven,1,371,5,6.6
13,havoc,1,450,5,3.41
13,hay,1,455,3,11.32
13,heathen,1,731,7,1.2
13,height,1,531,6,37.81
13,heir,1,625,4,9.85
13,helmet,1,429,6,6.9
13,hero,1,614,4,22.99
13,hill,1,437,4,70.88
13,hockey,1,444,6,6.01
13,horde,0,535,5,1.65
13,horn,1,473,4,10.2
13,horror,1,406,6,21.26
13,hostel,1,497,6,5.37
13,hour,1,549,4,113.36
13,hydra,1,860,5,1.77
13,hygiene,1,520,7,7.79
13,id,1,509,2,4.21
13,incest,1,496,6,3.05
13,islam,1,450,5,6.87
13,isle,1,479,4,13.8
13,ivy,1,417,3,6.11
13,jade,1,464,4,4.1
13,jaguar,1,434,6,5.09
13,jargon,1,791,6,5.21
13,jay,1,551,3,9.4
13,jew,1,366,3,4.19
13,jihad,1,726,5,1.12
13,joy,1,909,3,29.56
13,junta,0,565,5,1.85
13,kernel,1,556,6,2.2
13,kestrel,1,524,7,1.44
13,kettle,1,420,6,9.25
13,kilo,1,614,4,1.53
13,kin,1,602,3,8.09
13,kit,1,575,3,18.5
13,kite,1,632,4,7.16
13,kiwi,1,621,4,1.98
13,la,1,469,2,47.54
13,laird,0,506,5,2.81
13,lake,1,466,4,39.66
13,lamp,1,588,4,13.58
13,lark,1,528,4,2.5
13,lattice,1,637,7,3.5
13,laurel,1,576,6,2.08
13,lava,1,630,4,4.64
13,lea,0,705,3,10.1
13,ledge,1,710,5,3.81
13,leech,1,663,5,1.88
13,legend,1,537,6,12.49
13,lens,0,524,4,6.72
13,leopard,1,960,7,2.39
13,lesson,1,446,6,22.78
13,lettuce,1,515,7,3.98
13,ley,0,475,3,1.98
13,lily,1,638,4,16.03
13,limb,1,518,4,6.5
13,linen,1,674,5,9.55
13,liquor,1,539,6,4.32
13,litre,1,512,5,5.09
13,lobe,1,441,4,1.65
13,loch,1,505,4,13.07
13,lotus,1,486,5,8.65
13,lough,0,562,5,2.51
13,louvre,1,628,6,2.04
13,lust,1,499,4,4.92
13,lustre,1,866,6,1.54
13,maggot,1,446,6,2.35
13,magma,1,460,5,1.89
13,maid,1,406,4,9.43
13,maize,1,521,5,3.3
13,mama,0,477,4,5.56
13,mammoth,1,498,7,2.09
13,mane,1,468,4,1.8
13,manor,1,436,5,19.12
13,maple,1,798,5,3.75
13,marble,1,383,6,13.75
13,marquee,1,619,7,2.2
13,martin,1,622,6,53.15
13,mattress,1,542,8,5.04
13,mead,1,705,4,2.75
13,medal,1,384,5,11.16
13,membrane,1,518,8,8.86
13,merchant,1,1066,8,18.41
13,methyl,1,705,6,1.75
13,mini,1,521,4,8.07
13,moat,1,764,4,2.84
13,mode,1,423,4,27.35
13,mogul,1,521,5,1.57
13,monarch,1,564,7,7.63
13,monkey,1,396,6,5.81
13,month,1,505,5,150.11
13,moon,1,476,4,29.77
13,moth,1,465,4,2.8
13,motto,1,487,5,3.46
13,mound,1,479,5,4.87
13,mountain,1,571,8,39.61
13,mousse,1,1005,6,2.23
13,mule,0,684,4,1.88
13,murphy,1,424,6,9.6
13,muscle,1,1087,6,17.83
13,music,1,531,5,150.19
13,mutton,1,472,6,2.01
13,myth,1,444,4,14.94
13,napkin,1,562,6,1.96
13,neighbour,1,492,9,17.76
13,nelson,1,685,6,10.04
13,neon,1,452,4,2.54
13,news,1,342,4,145.58
13,niece,1,357,5,4.77
13,noise,1,448,5,46.56
13,norm,1,526,4,10.03
13,nozzle,1,906,6,1.81
13,nun,1,427,3,4.45
13,oak,1,866,3,16.35
13,oath,1,431,4,5.47
13,oboe,0,635,4,1.32
13,opus,0,1222,4,1.16
13,orchard,1,478,7,5.24
13,orchid,1,754,6,2.1
13,ordnance,0,938,8,3.95
13,ore,1,609,3,4.82
13,organ,1,510,5,13.4
13,oscar,1,546,5,6.54
13,ostrich,1,499,7,1.37
13,ox,1,441,2,1.92
13,oxide,1,466,5,4.02
13,pact,0,417,4,10.7
13,paddock,1,462,7,2.46
13,padre,0,575,5,1.29
13,pageant,1,643,7,1.91
13,pamphlet,1,669,8,4.07
13,pane,1,735,4,1.34
13,pang,1,396,4,1.88
13,papa,1,469,4,4.86
13,parent,1,604,6,37.31
13,parish,1,555,6,39.42
13,parkin,1,967,6,2.23
13,parsley,1,959,7,3.83
13,parson,0,756,6,2.51
13,party,1,899,5,403.06
13,pastel,1,428,6,3.36
13,pastry,1,473,6,5.04
13,path,1,535,4,62.51
13,peace,1,356,5,88.8
13,pellet,1,987,6,2.26
13,penguin,1,556,7,4.74
13,perry,1,429,5,5.33
13,person,1,408,6,249.82
13,phoenix,1,506,7,5.61
13,pi,1,489,2,6.15
13,pint,1,502,4,12.35
13,pippin,1,474,6,1.38
13,pistol,1,480,6,6.09
13,platform,1,479,8,25.65
13,plea,1,430,4,11.58
13,plinth,1,753,6,1.54
13,plum,1,621,4,2.87
13,poem,1,607,4,24.64
13,pollen,1,558,6,3.34
13,pond,1,412,4,17.27
13,poplar,1,784,6,1.24
13,poppy,1,376,5,2.67
13,porch,1,574,5,5.49
13,pork,1,508,4,5.86
13,porridge,1,572,8,2.91
13,portrait,1,518,8,17.37
13,pride,1,547,5,29.24
13,priest,1,432,6,21.22
13,prince,1,644,6,59.37
13,protein,1,421,7,28.45
13,prowess,1,1165,7,2.83
13,psalm,1,519,5,2.27
13,pub,1,396,3,38.21
13,pulpit,1,576,6,2.75
13,pupil,1,477,5,23.21
13,quirk,1,446,5,1.35
13,radar,1,640,5,6.77
13,ranch,1,547,5,1.36
13,realm,1,731,5,10.53
13,reed,1,561,4,9.54
13,rep,1,495,3,2.48
13,reptile,1,1100,7,1.2
13,requiem,1,880,7,1.62
13,rhythm,1,920,6,15.23
13,rind,0,584,4,2.2
13,rite,1,551,4,2.85
13,robot,1,455,5,4.5
13,role,1,345,4,182.2
13,rouble,0,479,6,1.96
13,routine,1,431,7,32.16
13,rump,1,814,4,3.1
13,rye,0,474,3,4.73
13,saffron,1,619,7,1.84
13,salad,1,506,5,11.43
13,salon,1,709,5,7.1
13,science,1,728,7,105.97
13,scope,1,456,5,34.38
13,scot,1,658,4,4.81
13,script,1,417,6,12.39
13,scroll,1,463,6,2.14
13,scrum,1,808,5,3.34
13,scum,1,431,4,5.78
13,sect,1,529,4,2.55
13,sector,1,548,6,87.2
13,semen,1,572,5,1.63
13,senate,1,799,6,13.06
13,serpent,1,478,7,2.49
13,settee,0,652,6,3.32
13,shale,0,455,5,1.69
13,shallot,1,572,7,1.63
13,shark,1,415,5,3.19
13,shawl,1,724,5,2.46
13,sheath,1,664,6,1.67
13,shilling,0,1245,8,3.84
13,shrapnel,0,479,8,1.59
13,shrub,1,483,5,2.61
13,si,1,929,2,5.98
13,sickle,1,455,6,1.65
13,siege,1,548,5,8.53
13,sikh,1,774,4,1.94
13,silk,1,504,4,22.63
13,sill,1,691,4,2.43
13,sine,0,493,4,1.88
13,slab,1,866,4,4.63
13,slag,1,923,4,1.88
13,slime,1,389,5,1.52
13,sludge,1,692,6,2.12
13,snail,1,487,5,2.94
13,soccer,1,492,6,13.24
13,soda,1,475,4,3.66
13,soul,1,497,4,30.26
13,sparrow,1,570,7,1.91
13,spasm,1,448,5,1.91
13,spate,0,527,5,3.31
13,speech,1,441,6,78.32
13,sphincter,0,548,9,3.46
13,spider,1,492,6,6.71
13,spinach,1,564,7,1.99
13,spree,1,964,5,1.89
13,squirrel,1,518,8,2.37
13,stair,1,662,5,3.69
13,statue,1,493,6,9.32
13,stature,1,923,7,4.07
13,statute,1,428,7,15.57
13,stead,1,603,5,2.9
13,stein,1,667,5,3.1
13,strife,1,508,6,2.92
13,sulphur,1,471,7,8.33
13,sultan,1,549,6,4.62
13,sum,1,540,3,44.09
13,surgeon,1,691,7,10.52
13,sword,1,386,5,14.77
13,symbol,1,499,6,17.93
13,symptom,1,506,7,5.7
13,syntax,1,1130,6,5.82
13,tale,1,555,4,20.99
13,tank,1,434,4,33.24
13,tariff,1,503,6,6.69
13,team,1,332,4,189.22
13,tech,0,556,4,3
13,temple,1,565,6,21.08
13,tempo,1,478,5,3.49
13,tendon,1,653,6,1.65
13,tennis,1,590,6,28.67
13,tent,1,431,4,11.61
13,terrain,1,888,7,6.2
13,terror,1,512,6,15.12
13,terry,1,588,5,25.45
13,text,1,590,4,76.65
13,theft,1,538,5,17.27
13,theme,1,349,5,38.57
13,thistle,1,470,7,2.53
13,thrift,1,828,6,1.85
13,throat,1,414,6,32.29
13,throne,1,695,6,12.19
13,thyme,1,481,5,1.65
13,titan,1,507,5,1.18
13,tod,1,455,3,3.51
13,toilet,1,464,6,15.78
13,tongue,1,496,6,24.66
13,tooth,1,489,5,6.49
13,torque,1,749,6,6.04
13,tot,1,410,3,1.84
13,totem,1,901,5,1.38
13,toy,1,407,3,9.77
13,tract,0,755,5,5.6
13,trait,1,463,5,3
13,tram,1,942,4,4.25
13,trance,1,521,6,2.08
13,trauma,1,706,6,5.23
13,tray,1,498,4,14.39
13,tribute,1,620,7,15.18
13,trifle,1,419,6,2.97
13,trio,1,492,4,7.42
13,tub,1,682,3,3.1
13,tungsten,0,462,8,1.15
13,tunic,1,604,5,2.79
13,turmoil,1,495,7,5.48
13,tweed,1,470,5,7.5
13,tycoon,1,530,6,2.03
13,uncle,1,866,5,35.43
13,urine,1,489,5,8.06
13,vaccine,1,847,7,3.81
13,vale,0,447,4,7.09
13,valve,1,835,5,7.49
13,vassal,1,1040,6,1.17
13,vat,1,491,3,23.82
13,veal,1,785,4,1.47
13,vehicle,1,468,7,42.23
13,venom,1,615,5,2.56
13,verdict,1,834,7,14.24
13,verse,1,507,5,14.4
13,vessel,1,532,6,14.1
13,vial,1,840,4,1.59
13,vigil,1,610,5,2.14
13,viking,1,620,6,4.78
13,village,1,415,7,113.4
13,villain,1,485,7,3.15
13,volume,1,802,6,53.62
13,vortex,1,690,6,1.73
13,waist,1,337,5,14.2
13,ward,1,448,4,35.47
13,weir,0,557,4,5.33
13,wharf,0,353,5,3.4
13,wheat,1,550,5,9.79
13,whore,1,393,5,2.9
13,widow,1,486,5,15.76
13,willow,1,662,6,3.51
13,witch,1,609,5,6.16
13,woman,1,625,5,232.13
13,wrath,0,410,5,3.66
13,wreath,1,715,6,1.82
13,wright,1,427,6,19.72
13,wrist,1,518,5,10.56
13,yeast,1,427,5,3.89
13,yoga,1,578,4,2.18
13,yoghurt,1,796,7,2.93
13,youth,1,1600,5,54.15
13,zenith,0,506,6,2.31
13,zero,1,454,4,22.86
13,zest,0,470,4,1.86
14,abbey,1,577,5,19.42
14,abbot,1,589,5,5.88
14,acre,1,800,4,5.75
14,aegis,0,519,5,1.42
14,affair,1,447,6,33.04
14,aide,1,647,4,2.77
14,aisle,1,426,5,4.68
14,alley,1,560,5,6.42
14,alp,1,679,3,1.35
14,alpha,0,630,5,11.21
14,altar,1,469,5,8.95
14,ambit,0,850,5,1.83
14,ankle,1,520,5,9.73
14,apple,1,503,5,26.54
14,arab,1,721,4,26.38
14,arrow,1,481,5,10.4
14,arse,1,514,4,5.55
14,arson,1,726,5,3.23
14,ass,1,464,3,3.2
14,atom,1,507,4,5.52
14,auto,1,487,4,2.56
14,axis,1,562,4,10.41
14,axle,1,454,4,1.66
14,bacon,1,537,5,14.62
14,badge,1,445,5,5.55
14,bale,1,455,4,1.45
14,bamboo,1,512,6,2.9
14,barley,1,526,6,5.87
14,barrow,1,588,6,5.68
14,basil,0,496,5,7.98
14,batch,1,612,5,8.06
14,batten,1,652,6,1.41
14,bazaar,1,628,6,2.37
14,beast,1,508,5,9.11
14,beech,0,540,5,4.3
14,ben,0,626,3,31.75
14,bench,1,914,5,20.02
14,bile,1,582,4,11.83
14,bin,0,443,3,10.08
14,binge,1,549,5,1.44
14,blade,1,554,5,11.08
14,blob,1,560,4,1.92
14,bloke,1,443,5,13.11
14,blouse,1,500,6,5.28
14,bonnet,1,499,6,4.13
14,bonus,1,555,5,13.95
14,boogie,1,574,6,1.61
14,booth,1,573,5,6.11
14,bosom,1,476,5,2.7
14,bourbon,1,538,7,1.4
14,brass,1,493,5,15.31
14,breath,1,573,6,51.57
14,bride,1,455,5,11.19
14,brine,1,567,5,1.71
14,brink,1,537,5,4.21
14,bureau,1,600,6,14.42
14,burgh,0,477,5,2.28
14,bush,1,494,4,37.68
14,cab,1,580,3,15.47
14,cabin,1,404,5,11.18
14,canvas,1,530,6,11.39
14,capsule,1,643,7,2.19
14,car,1,424,3,278.73
14,carbon,1,526,6,24.63
14,cargo,1,528,5,8.74
14,carrot,1,556,6,3.83
14,cartel,0,549,6,2.8
14,cartridge,1,516,9,3.02
14,cat,1,415,3,39.52
14,cattle,1,491,6,25.69
14,cave,1,646,4,12.75
14,cedar,1,559,5,1.74
14,cell,1,442,4,55.18
14,cellar,1,487,6,6.93
14,cert,0,644,4,1.89
14,champagne,1,544,9,19.31
14,chancel,1,600,7,1.51
14,chaos,1,475,5,16.4
14,chariot,1,513,7,2.32
14,charlotte,0,725,9,15.65
14,chasm,1,591,5,1.35
14,chest,1,432,5,37.99
14,chi,0,549,3,2.64
14,chick,1,464,5,3.11
14,chilli,1,536,6,1.93
14,chord,1,682,5,5.7
14,chunk,1,461,5,2.98
14,chute,1,709,5,1.37
14,circuit,1,654,7,26.44
14,cistern,1,663,7,2.67
14,clan,1,543,4,4.36
14,client,1,554,6,60.99
14,clone,1,490,5,3.6
14,cloth,1,540,5,19.67
14,cob,1,478,3,1.5
14,cobalt,1,589,6,2.94
14,coca,1,642,4,2.19
14,cocoa,1,637,5,5.14
14,coffee,1,541,6,66.66
14,coffin,0,393,6,13.97
14,cognac,1,804,6,1.39
14,cola,0,832,4,2.09
14,colon,1,530,5,7.86
14,colonel,1,600,7,19.61
14,column,1,571,6,28.43
14,coma,0,597,4,2.54
14,combo,0,548,5,2.47
14,comma,1,581,5,2.01
14,commerce,1,597,8,16.17
14,comrade,1,477,7,3.42
14,cone,1,498,4,4.36
14,corpse,1,537,6,8.3
14,corpus,0,1163,6,7.24
14,creed,1,595,5,7.85
14,cricket,1,606,7,33.06
14,crisis,1,586,6,59.03
14,cub,1,961,3,1.61
14,cue,1,436,3,4.59
14,cuisine,1,591,7,4.36
14,daisy,1,608,5,6.37
14,dale,1,511,4,7.38
14,dane,0,486,4,3.83
14,deacon,1,585,6,2.69
14,dean,1,786,4,20.06
14,dearth,0,537,6,1.19
14,degree,1,522,6,99.72
14,dell,1,675,4,3.55
14,denim,1,549,5,2.4
14,dew,1,497,3,2.8
14,dickens,0,562,7,6.79
14,dirt,1,397,4,10.06
14,doctrine,1,452,8,17.2
14,doe,1,628,3,6.05
14,dogma,0,379,5,2.59
14,dole,1,636,4,5.91
14,doll,1,469,4,7.51
14,domain,1,516,6,16.71
14,donkey,1,511,6,5.49
14,dragon,1,532,6,9
14,drake,0,546,5,3.13
14,duct,1,568,4,2.66
14,duet,1,475,4,1.78
14,dung,1,500,4,2.23
14,duo,1,626,3,3.73
14,eagle,1,554,5,12.87
14,ear,1,809,3,28.76
14,eaves,0,707,5,1.89
14,ego,1,583,3,9.71
14,elm,1,877,3,2.51
14,enzyme,1,588,6,7.41
14,ethos,1,589,5,4.42
14,event,1,511,5,103.89
14,fa,0,456,2,15.66
14,facet,1,570,5,2.18
14,fame,1,522,4,12.1
14,fauna,1,540,5,3.58
14,feat,1,502,4,3.87
14,fen,1,599,3,5.56
14,fiat,0,618,4,3.44
14,finn,0,468,4,5.92
14,flak,0,484,4,1.92
14,flea,1,504,4,1.83
14,flesh,1,465,5,25.43
14,flora,1,594,5,13.32
14,foe,1,636,3,3.81
14,font,1,692,4,3.03
14,fort,1,513,4,10.67
14,fountain,1,572,8,6.82
14,fraud,1,584,5,17.97
14,frieze,0,484,6,1.27
14,frog,1,547,4,5.1
14,fun,1,435,3,51.21
14,fungus,1,537,6,2.95
14,furnace,1,556,7,2.91
14,gable,0,912,5,2.21
14,gallon,1,522,6,3.6
14,gem,1,530,3,3.08
14,genius,1,558,6,11.15
14,germ,1,458,4,1.7
14,gibbon,1,630,6,1.64
14,gig,1,552,3,5.73
14,gilt,0,1224,4,4.01
14,gland,1,555,5,2.61
14,glen,0,683,4,9.64
14,gluten,1,1098,6,1.8
14,goal,1,593,4,59.38
14,goat,1,650,4,6.28
14,gold,1,521,4,77.92
14,gorse,1,703,5,1.51
14,grain,1,498,5,18.07
14,gram,1,571,4,2.23
14,grammar,1,1099,7,24.23
14,grange,1,611,6,4.58
14,grape,1,445,5,2.84
14,greed,1,511,5,4.93
14,grist,0,518,5,1.28
14,guilt,1,564,5,17.7
14,guru,1,571,4,2.09
14,gust,1,516,4,1.45
14,hair,0,361,4,144.53
14,halo,1,667,4,1.63
14,harem,1,847,5,2.18
14,hart,1,511,4,6.2
14,haste,1,588,5,4.41
14,hat,1,468,3,31.37
14,heart,1,404,5,137.32
14,hearth,1,453,6,4.01
14,heath,1,1012,5,13.41
14,hectare,1,624,7,1.96
14,helm,1,509,4,2.74
14,hen,1,561,3,4.46
14,hermit,1,549,6,1.24
14,hick,1,517,4,2.27
14,hilt,1,478,4,1.52
14,honey,1,569,5,14.79
14,hoof,1,522,4,1.26
14,hormone,1,581,7,4.42
14,horse,1,494,5,77.61
14,hotel,1,850,5,114.47
14,hub,1,466,3,2.96
14,hue,1,537,3,2.18
14,hun,0,953,3,2.02
14,icon,1,489,4,5.01
14,idea,1,421,4,217.03
14,idiom,1,587,5,2.69
14,idiot,1,520,5,6.49
14,idol,1,497,4,2.6
14,impulse,1,695,7,7.41
14,inn,1,500,3,15.4
14,insect,1,601,6,7.56
14,ion,1,597,3,4.84
14,jean,1,532,4,30.63
14,jeep,1,628,4,4.44
14,johnny,0,472,6,15.48
14,judo,1,648,4,1.37
14,june,1,567,4,145.9
14,jungle,1,491,6,9.77
14,keel,1,601,4,1.75
14,kiln,1,543,4,1.82
14,king,1,477,4,163.88
14,kiosk,1,634,5,1.87
14,kitchen,1,582,7,82.47
14,kitten,1,595,6,2.5
14,knack,1,661,5,2.21
14,knob,1,489,4,2.81
14,lad,0,428,3,19.69
14,lagoon,1,601,6,2.03
14,lama,0,654,4,1.32
14,lane,1,635,4,45.33
14,lantern,1,604,7,2.56
14,larva,1,1009,5,1.25
14,lass,1,488,4,4.39
14,law,1,646,3,270.33
14,lawn,1,480,4,10.82
14,leash,1,1472,5,1.73
14,lee,0,793,3,37.06
14,lemon,1,475,5,12.19
14,lid,1,697,3,10.87
14,lilac,1,557,5,1.89
14,limbo,1,492,5,1.82
14,lip,1,557,3,15.92
14,lipid,1,668,5,2.68
14,loo,1,488,3,4.35
14,lore,1,748,4,1.62
14,loss,1,433,4,116.02
14,lot,0,535,3,184.83
14,luck,1,593,4,32.13
14,lung,1,443,4,9.33
14,lymph,1,700,5,1.85
14,mac,0,414,3,9.82
14,mace,1,503,4,1.77
14,magnet,1,564,6,3.22
14,mall,1,520,4,2.93
14,mam,1,668,3,5.13
14,mammal,1,544,6,2.86
14,mango,1,545,5,1.14
14,marc,0,526,4,6.77
14,mare,1,475,4,6.36
14,margin,1,490,6,14.58
14,marrow,1,438,6,3.15
14,marsh,1,490,5,10.3
14,mason,1,514,5,9.32
14,mast,1,650,4,4.63
14,matrix,1,563,6,14.33
14,matron,1,548,6,3.98
14,mavis,0,502,5,2.46
14,mayhem,1,601,6,1.71
14,mayor,1,540,5,22.64
14,maze,1,616,4,4.71
14,meadow,1,540,6,6.7
14,meal,1,543,4,42.65
14,meat,1,503,4,36
14,mecca,0,1336,5,1.95
14,melon,1,688,5,2.03
14,menu,1,577,4,15.95
14,method,1,420,6,90.91
14,metre,1,693,5,9
14,mick,1,831,4,15.08
14,midi,1,864,4,2.32
14,mile,1,476,4,32.36
14,mirth,1,585,5,1.78
14,missus,0,918,6,1.86
14,mite,1,654,4,2.08
14,mole,1,497,4,5.72
14,mom,1,731,3,2.63
14,moment,1,656,6,221.46
14,money,1,435,5,373.67
14,monk,1,554,4,6.33
14,mood,1,801,4,32.89
14,morning,1,464,7,211.44
14,morrow,1,543,6,1.77
14,mosque,1,601,6,3.13
14,moss,1,467,4,8.56
14,moustache,1,671,9,6.07
14,movie,1,556,5,17.97
14,mu,0,1592,2,2.19
14,mucus,1,587,5,2.28
14,mufti,0,515,5,1.99
14,mustard,1,508,7,4.87
14,nape,1,511,4,2.17
14,nausea,1,566,6,2.84
14,nave,1,604,4,4.48
14,nectar,1,489,6,1.47
14,negro,0,687,5,1.6
14,nephew,1,583,6,7.29
14,ness,0,826,4,2.1
14,nexus,0,351,5,1.2
14,nil,1,756,3,8.39
14,nipple,1,509,6,1.53
14,node,1,600,4,7.72
14,noon,1,442,4,7.27
14,noun,1,767,4,6.27
14,nova,1,600,4,2.75
14,nucleus,1,608,7,6.7
14,nylon,1,524,5,6.94
14,ocean,1,448,5,20.23
14,octave,0,386,6,2.3
14,onslaught,1,591,9,3.18
14,onus,1,1950,4,2.41
14,ordeal,1,1135,6,6.06
14,ounce,1,569,5,3.38
14,oven,1,556,4,13.48
14,owl,1,884,3,11.51
14,ozone,1,538,5,12.85
14,paisley,1,613,7,6.98
14,pal,1,607,3,5.42
14,palace,1,546,6,50.26
14,palate,1,507,6,1.56
14,pancreas,1,692,8,1.86
14,parcel,1,586,6,7.32
14,parquet,0,537,7,1.43
14,pastor,1,489,6,2.58
14,patten,0,739,6,8.76
14,pea,1,576,3,1.73
14,pear,1,487,4,2.31
14,peasant,1,523,7,16.45
14,peat,1,665,4,8.98
14,pebble,1,662,6,1.93
14,pelvis,1,589,6,2.02
14,penis,1,592,5,5.34
14,pep,0,519,3,2.13
14,peril,1,519,5,2.98
14,pest,1,470,4,4.85
14,petrol,1,471,6,23.68
14,pie,1,570,3,11.59
14,pier,1,535,4,5.56
14,pigment,1,608,7,2.24
14,pilgrim,1,482,7,2.14
14,pill,1,496,4,5.98
14,pillar,1,424,6,4.88
14,piston,0,528,6,1.76
14,plaid,1,682,5,1.14
14,planet,1,614,6,18.09
14,plasma,1,554,6,9.72
14,ploy,1,530,4,2.97
14,poet,1,607,4,22.18
14,polo,1,492,4,5.65
14,poly,0,570,4,2.86
14,pomp,1,576,4,1.25
14,pore,1,513,4,2.72
14,prison,1,467,6,64.3
14,prose,1,498,5,9
14,proton,0,436,6,2.05
14,psyche,1,595,6,2.46
14,pudding,1,660,7,8.85
14,pursuit,1,447,7,12.85
14,quartz,1,626,6,2.52
14,quay,1,472,4,4.69
14,quota,1,519,5,8.48
14,relic,1,573,5,2
14,ribbon,1,528,6,6.69
14,rice,1,580,4,17.06
14,rift,1,541,4,4.54
14,road,1,597,4,274.01
14,robin,1,473,5,21.27
14,rod,1,575,3,13.74
14,rota,1,586,4,1.66
14,rowan,1,1240,5,1.43
14,rubble,0,497,6,4.22
14,rug,1,392,3,7.27
14,rugby,1,581,5,34.45
14,rune,1,503,4,3.59
14,sac,0,462,3,1.38
14,saga,1,512,4,4.24
14,sale,1,790,4,90.27
14,saloon,1,508,6,5.56
14,sash,1,630,4,1.81
14,savoy,1,498,5,3.51
14,scandal,1,691,7,14.73
14,scarf,1,539,5,5.6
14,scene,1,886,5,68.04
14,schema,1,552,6,2.78
14,sea,1,527,3,130.45
14,self,1,545,4,36.78
14,sequel,1,611,6,2.63
14,sergeant,1,435,8,26.33
14,sermon,1,489,6,3.97
14,shah,0,560,4,10.89
14,sheen,1,578,5,2.24
14,sheet,1,541,5,42.23
14,shelf,1,592,5,14.21
14,sheriff,1,526,7,9.48
14,shire,1,582,5,2.81
14,shirt,1,446,5,28.03
14,sib,0,457,3,2.28
14,silt,0,601,4,1.78
14,siren,1,619,5,2.57
14,skill,1,575,5,35.09
14,skull,1,519,5,11.36
14,sleeve,1,551,6,9.59
14,slogan,1,520,6,4.73
14,slough,1,508,6,2.21
14,slovak,1,732,6,3.65
14,sofa,1,593,4,10.22
14,son,1,505,3,131.03
14,song,1,445,4,39.96
14,soup,1,533,4,13.53
14,source,0,837,6,90.88
14,soy,1,506,3,1.1
14,soya,1,599,4,1.24
14,spa,1,401,3,5.25
14,spectre,1,610,7,2.47
14,sphere,1,543,6,12.49
14,spine,1,485,5,9.81
14,spire,0,498,5,2.33
14,spleen,1,668,6,1.5
14,spouse,1,474,6,6.33
14,squad,0,935,5,25.48
14,squadron,0,536,8,12.66
14,stance,1,535,6,17.45
14,status,1,509,6,86.56
14,stave,1,603,5,1.58
14,steak,1,503,5,4.81
14,steed,1,553,5,1.59
14,stench,1,499,6,2.9
14,stigma,1,615,6,2.76
14,stile,1,508,5,2.27
14,stool,1,585,5,8.64
14,street,1,501,6,196.14
14,stripe,1,482,6,1.87
14,stubble,1,674,7,2.06
14,success,1,510,7,134.03
14,suede,1,553,5,2.91
14,suite,1,562,5,14.8
14,surrey,0,821,6,16.23
14,synod,1,566,5,3.04
14,syrup,1,549,5,2.57
14,tab,1,512,3,3.22
14,tableau,1,551,7,2.04
14,tact,1,563,4,2.46
14,talent,0,487,6,20.95
14,tang,0,465,4,1.61
14,target,1,517,6,67.74
14,tavern,1,569,6,3.72
14,tea,1,460,3,86.19
14,technique,1,598,9,46.18
14,teens,1,602,5,3.67
14,theatre,1,522,7,59.06
14,theorem,1,1086,7,3.66
14,thief,1,495,5,7.57
14,thigh,1,560,5,7.86
14,thorn,1,504,5,4.58
14,threat,1,535,6,56.56
14,thrush,1,610,6,2.93
14,tide,1,483,4,17.71
14,tier,1,775,4,3.9
14,tissue,1,490,6,20.54
14,tit,1,530,3,2.11
14,title,1,544,5,97.9
14,toad,1,605,4,3.05
14,toby,0,506,4,8.06
14,toffee,1,502,6,1.43
14,tomb,1,442,4,6.25
14,topaz,1,588,5,4.66
14,tor,0,382,3,2.23
14,torch,1,531,5,9.38
14,torrent,1,511,7,2.61
14,torso,1,600,5,2.31
14,tort,1,631,4,4.2
14,tortoise,1,548,8,1.78
14,town,1,476,4,183.06
14,trash,1,492,5,2.14
14,treason,1,548,7,3.54
14,tremor,1,566,6,2.14
14,tribe,1,544,5,7.38
14,tribune,1,633,7,3.4
14,trough,1,525,6,3.25
14,truce,1,615,5,4.35
14,truck,1,480,5,11.82
14,trunk,1,439,5,8.16
14,tsar,1,699,4,5.87
14,tumour,1,699,6,9.4
14,twinge,1,590,6,1.18
14,tyre,1,503,4,5.91
14,ulster,1,557,6,24.26
14,vampire,1,496,7,1.48
14,van,1,479,3,42.89
14,vase,1,619,4,4.97
14,vector,0,781,6,6.63
14,vein,1,569,4,7.53
14,velvet,1,547,6,9.13
14,venue,1,779,5,11.97
14,verb,1,554,4,8.97
14,verge,1,688,5,6.48
14,victim,1,518,6,39.37
14,villa,1,577,5,20.9
14,vine,1,499,4,4.08
14,vinyl,1,598,5,3.16
14,virtue,1,610,6,18.86
14,vista,1,531,5,1.56
14,vogue,1,458,5,4
